"","RAZAO_SOCIAL","ENDERECO","BAIRRO","BANDEIRA","PRECO_VENDA","PRECO_COMPRA","MODALIDADE_DE_COMPRA","FORNECEDOR","DATA_COLETA","CIDADE","UF","COMBUSTIVEL"
"16427","Auto Posto Scucuglia e Oliveira Ltda.","Rua Consolação, 140","Parque Residencial","IPIRANGA",2.499,2.068,"CIF","-","13/09/2016","BIRIGUI","SP","Etanol"
"16428","Brito & Cia Ltda","Rua Siqueira Campos, 1000","Centro","PETROBRAS DISTRIBUIDORA S.A.",2.499,NA,"-","-","13/09/2016","BIRIGUI","SP","Etanol"
"16429","Comercial Curi Pandini Ltda - Epp","Av. Youssef Ismail Mansour - Ze Turco, 169","Jardim Alto dos Silvares","BRANCA",2.499,NA,"-","-","13/09/2016","BIRIGUI","SP","Etanol"
"16430","Auto Posto Mattera Ltda.","Rua Goncalo Ibanhez, 1188","Centro","IPIRANGA",2.499,NA,"-","-","13/09/2016","BIRIGUI","SP","Etanol"
"16431","Auto Posto Brisas de Birigui Ltda","Rua Saudades, 1685","Centro","IPIRANGA",2.499,NA,"-","-","13/09/2016","BIRIGUI","SP","Etanol"
"16432","Bar Restaurante Posto Avenida Ltda","Avenida Floriano Peixoto, 480","Centro","PETROBRAS DISTRIBUIDORA S.A.",2.539,NA,"-","-","12/09/2016","BOTUCATU","SP","Etanol"
"16433","Posto Eldorado Botucatu Ltda","Rua Cesário Motta, 165","Vila dos Lavradores","PETROBRAS DISTRIBUIDORA S.A.",2.539,NA,"-","-","12/09/2016","BOTUCATU","SP","Etanol"
"16434","Auto Posto Panorama Botucatu Ltda.","Avenida Professor José Pedretti Netto, 375","Vila Assunção","IPIRANGA",2.539,2.033,"CIF","-","12/09/2016","BOTUCATU","SP","Etanol"
"16435","Berimbau Auto Posto Ltda","Rua Jaguaribe, 630","Vila dos Lavradores","PETROBRAS DISTRIBUIDORA S.A.",2.539,NA,"-","-","12/09/2016","BOTUCATU","SP","Etanol"
"16436","Auto Posto Cidade Alta de Botucatu Ltda","Rua Joao Passos, 1013","Centro","IPIRANGA",2.549,2.033,"CIF","-","12/09/2016","BOTUCATU","SP","Etanol"
"16437","Auto Posto Real de Botucatu Ltda","Avenida Floriano Peixoto, 863","Centro","RAIZEN",2.549,NA,"-","-","12/09/2016","BOTUCATU","SP","Etanol"
"16438","Auto Posto Conde de Serra Negra Ltda","Rua Joaquim Nabuco, 100 Quadra 77 Lote 01","Vila Maria","IPIRANGA",2.549,2.029,"CIF","-","12/09/2016","BOTUCATU","SP","Etanol"
"16439","Auto Posto Real de Botucatu Ltda","Avenida Floriano Peixoto, 850","Centro","RAIZEN",2.549,NA,"-","-","12/09/2016","BOTUCATU","SP","Etanol"
"16440","Auto Posto Irmãos Mendes Ltda","Avenida Doutor Vital Brasil, 1590","Vila Paraiso","IPIRANGA",2.549,2.042,"CIF","-","12/09/2016","BOTUCATU","SP","Etanol"
"16441","Roberto Vinicius Valle","Rua Jose Domingues, 669","Taboao","BRANCA",2.15,NA,"-","-","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16442","João Valle Posto de Serviços Ltda.","Avenida Jose Gomes da Rocha Leal, 1972","Centro","BRANCA",2.159,1.859,"CIF","GRAN PETRO","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16443","Auto Posto Andreata Ltda.","Rua Romeu Casa Grande, 36","Jardim Sao Miguel","BRANCA",2.159,2.055,"CIF","GRAN PETRO","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16444","Tasca Auto Posto Ltda","Avenida dos Imigrantes, 2171","Centro","RAIZEN",2.259,2.008,"CIF","-","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16445","Europa Empreendimentos Ltda.","Rua Coronel Leme, 499","Centro","RAIZEN",2.259,1.998,"CIF","-","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16446","Auto Posto Biquinha Ltda","Avenida Antonio Pires Pimentel, 1247","Centro","ALESAT",2.259,2.04,"CIF","-","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16447","Tavela e Valle Ltda","Avenida Jose Gomes da Rocha Leal, 717","Centro","PETROBRAS DISTRIBUIDORA S.A.",2.259,1.945,"CIF","-","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16448","Europa Empreendimentos Ltda.","Avenida dos Imigrantes, 465","Centro","RAIZEN",2.279,2.003,"CIF","-","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16449","Auto Posto Menatto & Cia Ltda.","Avenida Americo Fontana, 15","Vila Mildred","ALESAT",2.299,2.059,"CIF","-","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16450","Auto Posto Itacira Ltda","Rua Coronel Daniel Peluso, 541","Matadouro","BRANCA",2.299,1.93,"CIF","PETROMAIS","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16451","C & C Auto Posto Ltda","Rodovia Alkindar Monteiro Junqueira, S/n Km 52,547","Campo Novo","ALESAT",2.299,2.014,"CIF","-","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16452","Auto Posto Brasil de Bragança Paulista Ltda.","Rua Doutor Freitas, 676","Lavapes","BRANCA",2.299,NA,"-","-","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16453","Auto Posto Imigrantes de Bragança Paulista Ltda","Avenida Dosi Migrantes, 3500","Jardim Sao Lourenco","IPIRANGA",2.299,NA,"-","-","12/09/2016","BRAGANCA PAULISTA","SP","Etanol"
"16454","Selminho Auto Posto Ltda.","Rua Conego Rodovalho, 33","Vila Resende","BRANCA",2.129,NA,"-","-","12/09/2016","CACAPAVA","SP","Etanol"
"16455","Auto Posto Alegria do Vale Ltda - Me","Rua Professor Alcides Martins, 146","Vila Sao Joao","BRANCA",2.17,NA,"-","-","12/09/2016","CACAPAVA","SP","Etanol"
"16456","Carrefour Comercio e Industria Ltda","Avenida Brasil, S/n","Centro","IPIRANGA",2.179,2.071,"CIF","-","12/09/2016","CACAPAVA","SP","Etanol"
"16457","Centro Automotivo Sete Estrelas Ltda.","Avenida Brasil, 480","V A Augusto Luiz","BRANCA",2.19,NA,"-","-","12/09/2016","CACAPAVA","SP","Etanol"
"16458","Rede de Postos Sete Estrelas Ltda","Rodovia Presidente Dutra, S/n Km-133","Santa Luzia","BRANCA",2.199,NA,"-","-","12/09/2016","CACAPAVA","SP","Etanol"
"16459","Auto Posto Brasil de Caçapava Ltda","Avenida Doutor Jose de Moura Resende, 04","Vera Cruz","PETROBRAS DISTRIBUIDORA S.A.",2.199,1.965,"CIF","-","13/09/2016","CACAPAVA","SP","Etanol"
"16460","Sete Estrelas Comércio de Derivados de Petróleo Ltda.","Rua Professor João Batista Ortiz Monteiro, 613","Vila Antonio A. Luiz","BRANCA",2.199,NA,"-","-","12/09/2016","CACAPAVA","SP","Etanol"
"16461","Taiada Auto Posto Ltda.","Rua Subtenente Luiz G. T. de Araújo, 1561","Vila André Martins","BRANCA",2.27,1.985,"CIF","GRAN PETRO","13/09/2016","CACAPAVA","SP","Etanol"
"16462","Auto Posto Vasconcelos de Caçapava Ltda","Rua Tenente Mesquita, 254","Vila Pantaleao","PETROBRAS DISTRIBUIDORA S.A.",2.298,NA,"-","-","12/09/2016","CACAPAVA","SP","Etanol"
"16463","Auto Posto Cerejeira do Vale Ltda - Epp","Rua Goncalves Dias, 11","Vila Santos","BRANCA",2.299,NA,"-","-","12/09/2016","CACAPAVA","SP","Etanol"
"16464","Magalhaes Auto Posto Ltda","Rua Santo Agostinho, 02 G","Vera Cruz","RUFF C.J.",2.39,2.033,"CIF","-","12/09/2016","CACAPAVA","SP","Etanol"
"16465","Auto Posto Estrela da Dutra Ltda.","Rua Vereador  Geraldo Nogueira da Silva, S/n Km 131","Vila Galvao","RAIZEN",2.499,NA,"-","-","12/09/2016","CACAPAVA","SP","Etanol"
"16466","Auto Posto Avenida de Caçapava Ltda","Avenida Coronel Manoel Inocencio, 834","Centro","IPIRANGA",2.499,NA,"-","-","12/09/2016","CACAPAVA","SP","Etanol"
"16467","Diorama Auto Posto Ltda.","Rua   Piracicaba, 929","Jardim Novo Campos Eliseos","BRANCA",2.179,1.956,"CIF","RM PETROLEO","13/09/2016","CAMPINAS","SP","Etanol"
"16468","Auto Posto Picarrao Ltda","Avenida Jorge Tibirica, 1500","Jd Oliveiras","PETROBRAS DISTRIBUIDORA S.A.",2.199,1.931,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16469","Posto Aboliçao Ltda","Rua Aboliçao, 1389","Swift","BRANCA",2.199,1.929,"CIF","PETROEXPRESS","13/09/2016","CAMPINAS","SP","Etanol"
"16470","Julio Fernandes & Cia Ltda","Rua Aboliçao, 2114","Swift","IPIRANGA",2.199,NA,"-","-","13/09/2016","CAMPINAS","SP","Etanol"
"16471","Auto Posto Santa Odila Ltda","Rua Eng Augusto Figueiredo, 1360","Jd Sta Odila","BRANCA",2.199,1.945,"CIF","DIAMANTE","13/09/2016","CAMPINAS","SP","Etanol"
"16472","Auto Posto Lica Ltda","Avenida Governador Pedro de Toledo, 1826 0","Bonfim","BRANCA",2.237,1.91,"CIF","PETROMAIS","13/09/2016","CAMPINAS","SP","Etanol"
"16473","Auto Posto Santo Antonio de Campinas Ltda","Avenida Engenheiro Antonio Francisco de Paula Souza, 1344","Vila Paraiso","IPIRANGA",2.259,NA,"-","-","13/09/2016","CAMPINAS","SP","Etanol"
"16474","Auto Posto Monaco Ltda.","Rua Paulo Provenza Sobrinho, 845","Jardim Novo Campos Elíseos","PETROBRAS DISTRIBUIDORA S.A.",2.277,1.931,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16475","Auto Posto Jardim Londres Ltda.","Rua Geraldo Nogueira Porto, 34","Jardim Londres","RAIZEN",2.277,1.98,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16476","Auto Posto Chacara do Vovo Ltda","Avenida Padre Gaspar Bertoni, 20","Jardim do Vovo","PETROBRAS DISTRIBUIDORA S.A.",2.277,1.944,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16477","Comercial Presidente Juscelino Ltda","Avenida Pres Juscelino, 395","Jd Campos Eliseos","RAIZEN",2.277,1.959,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16478","Almeida & L. Oliveira Comércio de Combustíveis Ltda.","Avenida John Boyd Dunlop, 460","Chacara Republica","RAIZEN",2.277,2.019,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16479","Posto Texas R R de Campinas Ltda.","Avenida Ruy Rodrigues, 2734","Jardim Santa Lúcia","IPIRANGA",2.279,2.077,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16480","Posto de Servico Jardim Lisa Ltda","Avenida Armando Mario Tozzi, 945","Jardim Lisa","BRANCA",2.279,1.91,"CIF","GRAN PETRO","13/09/2016","CAMPINAS","SP","Etanol"
"16481","Auto Posto Nova Era Universal Ltda","Rua Evaristo Correa Viana, S/n","Jardim Antonio Von Zuben","IPIRANGA",2.279,2.049,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16482","Auto Posto Solaris de Campinas Ltda.","Avenida John Boyd Dunlop, 5035","Jardim Satelite Iris","IPIRANGA",2.279,2.079,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16483","Girafa Auto Posto Ltda","Avenida Governador Pedro de Toledo, 2500","Bonfim","RAIZEN",2.297,1.98,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16484","Posto Garcia de Campinas Ltda.","Rodovia Anhanguera - Km 99, S/n","Jardim Eulina","RAIZEN",2.297,NA,"-","-","13/09/2016","CAMPINAS","SP","Etanol"
"16485","Auto Posto Santa Leticia Ltda.","Avenida Ruy Rodrigues, 3380","Chacaras Santa Letícia","PETROBRAS DISTRIBUIDORA S.A.",2.297,1.966,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16486","Posto R R Campinas Ltda","Avenida Ruy Rodrigues, 640","Novo Campos Eliseos","RAIZEN",2.297,NA,"-","-","13/09/2016","CAMPINAS","SP","Etanol"
"16487","Auto Posto Mug Ltda","Avenida Francisco de Angelis, 1171","Vila Joaquim Inacio","RAIZEN",2.297,1.959,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16488","Posto Jardim do Trevo Ltda","Avenida Benedicto de Campos, 193","Jardim do Trevo","RAIZEN",2.297,2.012,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16489","Auto Posto Sirio Ltda","Avenida Ruy Rodrigues, 3255","Parque Santa Leticia","IPIRANGA",2.299,2.079,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16490","Rr Auto Service Ltda.","Av. Ruy Rodrigues, 3871","Parque Universitario de Viracopos","IPIRANGA",2.299,2.048,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16491","Auto Posto Terminal Intermodal Cargas Campinas Ltda","Avenida Tres, 325","Nova Aparecida","IPIRANGA",2.299,2.077,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16492","Auto Posto Chacara Formosa Ltda","Avenida Suaçuna, 710","Vila Aeroporto","IPIRANGA",2.299,2.048,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16493","Auto Posto 100 Ltda.","Rua Rancharia, 165","Jardim do Trevo","PETROBRAS DISTRIBUIDORA S.A.",2.299,1.944,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16494","Auto Posto Rubimar Ltda","Avenida Ruy Rodrigues, 4570","Parque Universitario","PETROBRAS DISTRIBUIDORA S.A.",2.299,1.966,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16495","Comercial Jardim Aurelia de Campinas Ltda","Avenida Jose Pancetti, 345","Vila Prost Souza","IPIRANGA",2.379,2.08,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16496","Auto Posto Jardim Bandeirantes Ltda","Rua Eduardo Edarge Badaro, 118","Campinas","IPIRANGA",2.379,2.102,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16497","Auto Posto Jardim Eulina Ltda","Avenida Papa Joao Xxiii, 535","Jardim Eulina","IPIRANGA",2.379,NA,"-","-","13/09/2016","CAMPINAS","SP","Etanol"
"16498","Posto de Serviços Novo Chapadao Ltda","Avenida Doutor Francisco Mais, 650 Terreo","Jardim Chapadão","IPIRANGA",2.387,2.079,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16499","Auto Posto Pole Position Ltda","Rua Doutor Betim, 77","Vila Marieta","RAIZEN",2.396,1.959,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16500","Diamante Auto Posto de Campinas Ltda.","Rua 45, 1910","Jardim Campo Grande","ALESAT",2.397,2.012,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16501","Valenca Auto Service Ltda","Rua Maria Lucia de Castro, 25","Parque Valenca","IPIRANGA",2.399,2.048,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16502","Auto Posto Passarela Ltda","Rua Mario Erbolato, 235","Parque Santa Barbara","IPIRANGA",2.399,2.101,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16503","Posto e Restaurante 3 Vias Ltda","Rodovia Anhanguera, S/n Km 105","Nova Aparecida","RAIZEN",2.399,2.016,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16504","Sao Martinho Auto Service Ltda","Avenida Sao Jose dos Campos, 2500","Jardim Nova Europa","IPIRANGA",2.399,2.048,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16505","Auto Posto L.m. de Campinas Ltda","Rodovia Dom Pedro I - Sp 065, S/n Km 140,9","Ceasa Campinas","PETROBRAS DISTRIBUIDORA S.A.",2.399,1.966,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16506","Auto Posto São Tomaz Ltda","Avenida Baden Powell, 718","Jardim Nova Europa","RAIZEN",2.399,NA,"-","-","13/09/2016","CAMPINAS","SP","Etanol"
"16507","Serv Posto Via Norte Ltda","Rua 63, 1450","Parque Via Norte","IPIRANGA",2.399,2.048,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16508","Comercio de Derivados de Petroleo Pauliceia Campinas Lt","Rua Haroldo Paranhos, 222","Jardim Pauliceia","RAIZEN",2.399,1.98,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16509","Super Posto Quintino Ltda","Rua Quintino Bocaiuva, 580","Bonfim","PETROBRAS DISTRIBUIDORA S.A.",2.599,1.931,"CIF","-","13/09/2016","CAMPINAS","SP","Etanol"
"16510","Sete Estrelas Comércio de Derivados de Petróleo Ltda.","Avenida Frei Orestes Guisard, 2305","Vila Jaraguaribe","BRANCA",2.299,NA,"-","-","12/09/2016","CAMPOS DO JORDAO","SP","Etanol"
"16511","Posto Lider de Campos do Jordão Ltda.","Avenida Frei Orestes Girardi, 1443 1497","Vila Abernessia","IPIRANGA",2.739,2.212,"CIF","-","12/09/2016","CAMPOS DO JORDAO","SP","Etanol"
"16512","Scofano & Scofano Ltda","Avenida Dr Januario Miraglia, 240","Vila Abernessia","RAIZEN",2.749,2.153,"CIF","-","12/09/2016","CAMPOS DO JORDAO","SP","Etanol"
"16513","Auto Posto Lider Junior Ltda.","Avenida Frei Orestes Girardi, 3569","Vila Capivari","RAIZEN",2.749,2.239,"CIF","-","12/09/2016","CAMPOS DO JORDAO","SP","Etanol"
"16514","Posto de Serviços Vitoria de Sao Jose Ltda","Avenida Capitao Calisto de Almeida, 200","Nova Capão Bonito","BRANCA",2.209,1.97,"CIF","DIAMANTE","12/09/2016","CAPAO BONITO","SP","Etanol"
"16515","Posto de Abastecimento São Lucas Ltda.","Avenida Professor Lucas Nogueira Garcez, S/n Esquina Com Avenida Capitão Calixto","Centro","BRANCA",2.259,1.959,"CIF","PETROMAIS","12/09/2016","CAPAO BONITO","SP","Etanol"
"16516","Posto Alpha Ii Ltda. - Epp","Avenida Santos Dumont, 352","Centro","BRANCA",2.299,2.046,"CIF","PETROBRAS DISTRIBUIDORA S.A.","12/09/2016","CAPAO BONITO","SP","Etanol"
"16517","Auto Posto 188 Ltda","Rodovia Sp 127, S/n Km 188","Dos Mendes","IPIRANGA",2.399,2.219,"CIF","-","12/09/2016","CAPAO BONITO","SP","Etanol"
"16518","Auto Posto Vantroba   Ltda","Avenida Capitao Calixto de Almeida, 2040","Vila Nova Capao Bonito","PETROBRAS DISTRIBUIDORA S.A.",2.47,NA,"-","-","12/09/2016","CAPAO BONITO","SP","Etanol"
"16519","Auto Posto Dois Irmãos Shiokawa Ltda.","Avenida Capitão Calixto, 150","Nova Capão Bonito","PETROBRAS DISTRIBUIDORA S.A.",2.499,2.054,"CIF","-","12/09/2016","CAPAO BONITO","SP","Etanol"
"16520","Auto Posto Praia da Flecheira Ltda.","Avenida Gaspar de Souza, 450","Praia das Palmeiras","ALESAT",2.249,1.911,"CIF","-","12/09/2016","CARAGUATATUBA","SP","Etanol"
"16521","Auto Posto Praia das Palmeiras Ltda","Rua Pai Felicio, S/n","Praia das Palmeiras","IPIRANGA",2.399,NA,"-","-","12/09/2016","CARAGUATATUBA","SP","Etanol"
"16522","Auto Posto Flecheira Ltda.","Avenida Jose Herculano, 7167","Travessao","IPIRANGA",2.399,2.028,"CIF","-","12/09/2016","CARAGUATATUBA","SP","Etanol"
"16523","Auto Posto Joti Ltda","Avenida Presidente Campos Salles, 450 460","Jaraguazinho","IPIRANGA",2.449,2.11,"CIF","-","12/09/2016","CARAGUATATUBA","SP","Etanol"
"16524","Auto Posto Asa Delta Ltda","Rua Beneditino R dos Santos Filho, 34 Casa 01","Ponta Santa Marina","IPIRANGA",2.594,2.108,"CIF","-","12/09/2016","CARAGUATATUBA","SP","Etanol"
"16525","Auto Posto Rota do Sol Ltda.","Avenida Rio Branco, 383","Indaia","RAIZEN",2.599,NA,"-","-","12/09/2016","CARAGUATATUBA","SP","Etanol"
"16526","Auto Posto Britania do Litoral Ltda","Rua Alvaro Theodoro da Cruz, 415","Jardim Britania","IPIRANGA",2.599,2.108,"CIF","-","12/09/2016","CARAGUATATUBA","SP","Etanol"
"16527","Auto Posto Morro Santo Antonio Ltda","Avenida Marginal, 6155","Massaguacu","IPIRANGA",2.694,NA,"-","-","12/09/2016","CARAGUATATUBA","SP","Etanol"
"16528","Auto Posto Litoral Vale Ltda.","Avenida   Um, 320","Tabatinga","PETROBRAS DISTRIBUIDORA S.A.",2.749,NA,"-","-","12/09/2016","CARAGUATATUBA","SP","Etanol"
"16529","Auto Posto Chacara das Paineiras Ltda","Estrada   Fazendinha, 2245","Pousada dos Bandeirantes","PETROBRAS DISTRIBUIDORA S.A.",2.097,NA,"-","-","12/09/2016","CARAPICUIBA","SP","Etanol"
"16530","Auto Posto de Mais Ltda","Avenida Inocencio Serafico, 3983","Vila Silva Ribeiro","BRANCA",2.099,NA,"-","-","13/09/2016","CARAPICUIBA","SP","Etanol"
"16531","Cpc Servicos Automotivos Ltda","Avenida Deputado Emilio Carlos, 1780","Vilas Caldas","RAIZEN",2.297,2.04,"CIF","-","13/09/2016","CARAPICUIBA","SP","Etanol"
"16532","Box 44 Posto e Serviços Ltda.","Avenida Inocêncio Seráfico, 2660","Vila Silviania","RAIZEN",2.299,2.067,"CIF","-","13/09/2016","CARAPICUIBA","SP","Etanol"
"16533","Auto Posto Matrinxa Ltda","Estrada da Fazendinha, 2505","Chacara das Paineiras","IPIRANGA",2.299,2.047,"CIF","-","12/09/2016","CARAPICUIBA","SP","Etanol"
"16534","Auto Posto Irmaos Dig Ltda","Estrada do Jacaranda, 2034","Vila Silvania","PETROBRAS DISTRIBUIDORA S.A.",2.299,1.935,"CIF","-","12/09/2016","CARAPICUIBA","SP","Etanol"
"16535","Auto Posto Caracas Oil Ltda","Avenida Inocencio Serafico, 3725","Vila Dirce","RAIZEN",2.299,2.067,"CIF","-","12/09/2016","CARAPICUIBA","SP","Etanol"
"16536","Auto Posto Nipon de Carapicuiba Ltda","Avenida Inocencio Serafico, 1720","Corinthina","IPIRANGA",2.299,2.029,"CIF","-","12/09/2016","CARAPICUIBA","SP","Etanol"
"16537","Auto Posto Tonatao Ltda","Estrada do Jacaranda, 3455","Jardim Edi","PETROBRAS DISTRIBUIDORA S.A.",2.299,2.023,"CIF","-","13/09/2016","CARAPICUIBA","SP","Etanol"
"16538","Posto Automotivo Santa Terezinha Ltda.","Avenida Deputado  Emilio Carlos, 1551","Vila Caldas","RAIZEN",2.389,2.056,"CIF","-","12/09/2016","CARAPICUIBA","SP","Etanol"
"16539","Ignotti Comercio de Combustiveis e Lubrificantes Ltda","Avenida Comendador Antonio Stocco, 100","Parque Joaquim Lopes","BRANCA",2.419,1.975,"FOB","GRAN PETRO","13/09/2016","CATANDUVA","SP","Etanol"
"16540","Auto Posto Atos Ltda.","Rua Fortaleza, 1339","Vila Rodrigues","BRANCA",2.42,NA,"-","-","13/09/2016","CATANDUVA","SP","Etanol"
"16541","Auto Posto Macapa Ltda","Rua Macapa, 582","Jardim do Lago","BRANCA",2.43,1.885,"FOB","GRAN PETRO","13/09/2016","CATANDUVA","SP","Etanol"
"16542","Veni Comércio de Combustíveis Ltda.","Rua Olímpia, 680","Vila Paulista","PETROBRAS DISTRIBUIDORA S.A.",2.449,1.937,"CIF","-","13/09/2016","CATANDUVA","SP","Etanol"
"16543","Nardi Comercio de Combust. e Deriv. de Petroleo Ltda","Avenida Engenheiro Jose Nelson Machado, 550","Parque Iracema","BRANCA",2.449,NA,"-","-","13/09/2016","CATANDUVA","SP","Etanol"
"16544","Somar Com. de Comb. e Lubrificantes Ltda","Rua Maranhao, 1484","Centro","IPIRANGA",2.449,1.98,"FOB","-","13/09/2016","CATANDUVA","SP","Etanol"
